id_cliente;nome;email;ddd;telefone;estado;regiao;codigo_uf
735;Elibene;elibene@hotmail.com;13;974000000;Paraíba;Nordeste;25
736;Mileni;mileni@gmail.com;55;981000000;Pará;Norte;15
737;Suelen;suelen@gmail.com;21;986500000;Roraima;Norte;14
738;Erika;erika@gmail.com;32;988000000;Distrito Federal;Centro-Oeste;53
739;Idian;idian@gmail.com;21;980800000;Rio de Janeiro;Sudeste;33
740;Alvaro;alvaro@hotmail.com;81;982900000;Santa Catarina;Sul;42
741;Tomás;tomas@gmail.com;81;999600000;Rio Grande do Sul;Sul;43
742;Natalia;natalia@gmail.com;11;949000000;Sergipe;Nordeste;28
743;Katya;katya@gmail.com;12;992200000;Pará;Norte;15
744;Everton;everton@gmail.com;21;969500000;Rondônia;Norte;11
745;Giovanna;giovanna@gmail.com;19;998900000;Distrito Federal;Centro-Oeste;53
746;Maiara;maiara@gmail.com;51;994500000;Rio de Janeiro;Sudeste;33
747;Ernesto;ernesto@gmail.com;11;963600000;Pernambuco;Nordeste;26
748;Isabelle;isabelle@gmail.com;21;997900000;Amazonas;Norte;13
749;Waltair;waltair@hotmail.com;31;994700000;Pará;Norte;15
750;Walisson;walisson@gmail.com;11;992900000;Sergipe;Nordeste;28
751;Mislene;mislene@gmail.com;38;988100000;Sergipe;Nordeste;28
752;Marcondes;marcondes@hotmail.com;81;982000000;Santa Catarina;Sul;42
753;Leurian;leurian@gmail.com;21;982300000;Piauí;Nordeste;22
754;Rhayssa;rhayssa@gmail.com;62;981100000;Rio Grande do Sul;Sul;43
755;Luísa;luisa@hotmail.com;35;999900000;Piauí;Nordeste;22
756;Grazielle;grazielle@hotmail.com;19;988100000;Mato Grosso;Centro-Oeste;51
757;Neiva;neiva@yahoo.com.br;19;996100000;Ceará;Nordeste;23
758;Zaion;zaion@gmail.com;12;997400000;Amapá;Norte;16
759;Wesley;wesley@gmail.com;11;957700000;Paraíba;Nordeste;25
760;Luan;luan@gmail.com;71;997300000;São Paulo;Sudeste;35
761;Ivanildo;ivanildo@hotmail.com;81;996300000;Rio de Janeiro;Sudeste;33
762;Deusdedit;deusdedit@hotmail.com;75;992200000;Maranhão;Nordeste;21
763;Jailson;jailson@gmail.com;79;999700000;Distrito Federal;Centro-Oeste;53
764;Jaido;jaido@gmail.com;49;999600000;Pernambuco;Nordeste;26
765;Frank;frank@gmail.com;11;971400000;Acre;Norte;12
766;Kevyn;kevyn@gmail.com;67;984400000;Tocantins;Norte;17
767;Geilson;geilson@gmail.com;63;992000000;Pernambuco;Nordeste;26
768;Irislene;irislene@gmail.com;92;988200000;Paraíba;Nordeste;25
769;Lauriano;lauriano@gmail.com;65;992500000;Pará;Norte;15
770;Marcio;marcio@yahoo.com.br;51;985600000;Ceará;Nordeste;23
771;Daliana;daliana@hotmail.com;11;957800000;Santa Catarina;Sul;42
772;Laryssa;laryssa@gmail.com;11;945500000;Minas Gerais;Sudeste;31
773;Clara;clara@hotmail.com;21;997400000;Pernambuco;Nordeste;26
774;Gabriella;gabriella@gmail.com;22;981600000;São Paulo;Sudeste;35
775;Zulma;zulma@gmail.com;47;992800000;Mato Grosso;Centro-Oeste;51
776;Osvaldo;osvaldo@terra.com.br;11;991200000;Piauí;Nordeste;22
777;Raimundo;raimundo@hotmail.com;99;982200000;Paraíba;Nordeste;25
778;Cyro;cyro@yahoo.com.br;55;996100000;Paraná;Sul;41
779;Levi;levi@outlook.com;21;999700000;Ceará;Nordeste;23
780;Johnny;johnny@gmail.com;71;988000000;Acre;Norte;12
781;Laiane;laiane@gmail.com;11;974200000;Rio de Janeiro;Sudeste;33
782;Juracy;juracy@gmail.com;91;984100000;Piauí;Nordeste;22
783;Marianna;marianna@gmail.com;21;994400000;Alagoas;Nordeste;27
784;Sônia;sonia@gmail.com;38;988200000;Alagoas;Nordeste;27
785;Geam;geam@hotmail.com;21;996600000;Alagoas;Nordeste;27
786;Felipe;felipe@yahoo.com.br;34;998400000;Minas Gerais;Sudeste;31
787;Rodrigues;rodrigues@gmail.com;84;981200000;Maranhão;Nordeste;21
788;Katiússia;katiússia@gmail.com;75;992400000;Ceará;Nordeste;23
789;Regis;regis@hotmail.com;41;999800000;Acre;Norte;12
790;Erich;erich@gmail.com;11;974000000;São Paulo;Sudeste;35
791;Silvania;silvania@gmail.com;61;999600000;Mato Grosso do Sul;Centro-Oeste;50
792;Maick;maick@gmail.com;31;988000000;Sergipe;Nordeste;28
793;Edineia;edineia@gmail.com;11;963300000;Pernambuco;Nordeste;26
794;Kelvin;kelvin@hotmail.com;11;996300000;Amapá;Norte;16
795;Gabriela;gabriela@yahoo.com.br;11;998700000;Amazonas;Norte;13
796;Alexval;alexval@hotmail.com;48;999100000;Amapá;Norte;16
797;Giulianna;giulianna@gmail.com;19;971300000;Piauí;Nordeste;22
798;Dimitrya;dimitrya@gmail.com;42;998300000;Mato Grosso do Sul;Centro-Oeste;50
799;Mirela;mirela@hotmail.com;11;959400000;Paraíba;Nordeste;25
800;Aliny;aliny@hotmail.com;11;950700000;Roraima;Norte;14
801;Ariana;ariana@gmail.com;11;961400000;Amazonas;Norte;13
802;Jayne;jayne@hotmail.com;66;999200000;Roraima;Norte;14
803;Danrley;danrley@gmail.com;21;983800000;Maranhão;Nordeste;21
804;Vanderleia;vanderleia@hotmail.com;11;952000000;Minas Gerais;Sudeste;31
805;Fabio;fabio@gmail.com;21;995500000;Alagoas;Nordeste;27
806;Marlene;marlene@gmail.com;11;995700000;Paraná;Sul;41
807;Marciano;marciano@gmail.com;62;992800000;Tocantins;Norte;17
808;Graciele;graciele@hotmail.com;11;947500000;Amazonas;Norte;13
809;Lucas;lucas@hotmail.com;11;989100000;Maranhão;Nordeste;21
810;Dourivaldo;dourivaldo@hotmail.com;11;954700000;Acre;Norte;12
811;Maristhela;maristhela@hotmail.com;11;959800000;Rio Grande do Sul;Sul;43
812;Giuglia;giuglia@gmail.com;14;997600000;Tocantins;Norte;17
813;Alderico;alderico@hotmail.com;11;984400000;Minas Gerais;Sudeste;31
814;Cleydieny;cleydieny@gmail.com;94;981500000;Mato Grosso do Sul;Centro-Oeste;50
815;Mylene;mylene@gmail.com;11;997300000;Rio Grande do Norte;Nordeste;24
816;Monyke;monyke@globo.com;21;993200000;Mato Grosso;Centro-Oeste;51
817;Gizelle;gizelle@gmail.com;11;957400000;Ceará;Nordeste;23
818;Giulia;giulia@gmail.com;11;975000000;Rio Grande do Norte;Nordeste;24
819;Cezari;cezari@gmail.com;47;997200000;Mato Grosso;Centro-Oeste;51
820;Bettina;bettina@yahoo.com.br;24;999900000;Amazonas;Norte;13
821;Brena;brena@gmail.com;22;988300000;Pará;Norte;15
822;Danccelly;danccelly@yahoo.com.br;11;996700000;Amapá;Norte;16
823;Aloisio;aloisio@outlook.com;17;991500000;Bahia;Nordeste;29
824;Elizeu;elizeu@outlook.com.br;84;996100000;São Paulo;Sudeste;35
825;Jeny;jeny@hotmail.com;84;996500000;Espírito Santo;Sudeste;32
826;Elias;elias@gmail.com;47;920800000;Goiás;Centro-Oeste;52
827;Wanderlei;wanderlei@hotmail.com;15;991900000;Rio de Janeiro;Sudeste;33
828;Cauan;cauan@hotmail.com;11;983300000;Acre;Norte;12
829;Jose;jose@gmail.com;11;950700000;Pernambuco;Nordeste;26
830;Victor;victor@outlook.com;11;999200000;Rondônia;Norte;11
831;Fabiane;fabiane@hotmail.com;48;984100000;Roraima;Norte;14
832;Denner;denner@gmail.com;35;999200000;Rondônia;Norte;11
833;Izabella;izabella@gmail.com;31;999700000;Distrito Federal;Centro-Oeste;53
834;Thales;thales@gmail.com;43;996600000;Roraima;Norte;14
835;Iroch;iroch@yahoo.com.br;75;991500000;Distrito Federal;Centro-Oeste;53
836;Thainá;thaina@hotmail.com;21;972000000;Distrito Federal;Centro-Oeste;53
837;Christiano;christiano@hotmail.com;51;999800000;Bahia;Nordeste;29
838;Glaucielle;glaucielle@hotmail.com;21;980800000;Pará;Norte;15
839;Gedson;gedson@hotmail.com;75;991200000;Maranhão;Nordeste;21
840;Macgregor;macgregor@gmail.com;51;991600000;Bahia;Nordeste;29
841;Ubaiara;ubaiara@gmail.com;11;998500000;Mato Grosso;Centro-Oeste;51
842;Ana;ana@gmail.com;21;981400000;Paraíba;Nordeste;25
843;Sandrelly;sandrelly@gmail.com;27;999600000;São Paulo;Sudeste;35
844;Eliel;eliel@gmail.com;21;997700000;Paraná;Sul;41
845;Irlanna;irlanna@gmail.com;62;983300000;Maranhão;Nordeste;21
846;Wladsom;wladsom@gmail.com;85;988600000;Mato Grosso;Centro-Oeste;51
847;Adrielle;adrielle@gmail.com;21;964300000;Paraná;Sul;41
848;Aquiurio;aquiurio@hotmail.com;51;992500000;Ceará;Nordeste;23
849;Emilly;emilly@hotmail.com;71;996600000;Amazonas;Norte;13
850;Cristian;cristian@gmail.com;11;992400000;Bahia;Nordeste;29
851;Nickolas;nickolas@hotmail.com;11;963000000;Espírito Santo;Sudeste;32
852;Juliano;juliano@gmail.com;45;988100000;Roraima;Norte;14
853;Katiuscia;katiuscia@gmail.com;85;996200000;Distrito Federal;Centro-Oeste;53
854;Liniker;liniker@hotmail.com;61;998700000;Bahia;Nordeste;29
855;Angelica;angelica@gmail.com;34;988500000;Maranhão;Nordeste;21
856;Getúlio;getúlio@gmail.com;32;999800000;Sergipe;Nordeste;28
857;Tatiany;tatiany@gmail.com;71;996700000;Rondônia;Norte;11
858;Laslley;laslley@gmail.com;75;999200000;Amapá;Norte;16
859;Lúcia;lúcia@gmail.com;61;984100000;Roraima;Norte;14
860;Danila;danila@hotmail.com;11;983500000;Paraíba;Nordeste;25
861;Luzimar;luzimar@gmail.com;21;981200000;Mato Grosso do Sul;Centro-Oeste;50
862;Nyara;nyara@gmail.com;83;996000000;Paraná;Sul;41
863;Pietro;pietro@gmail.com;19;993500000;Alagoas;Nordeste;27
864;Osmair;osmair@hotmail.com;65;981000000;Rio Grande do Norte;Nordeste;24
865;Daniella;daniella@gmail.com;11;948100000;Rio Grande do Sul;Sul;43
866;Murilo;murilo@hotmail.com;63;992900000;Bahia;Nordeste;29
867;Giovano;giovano@gmail.com;21;994800000;Amapá;Norte;16
868;Marilucia;marilucia@gmail.com;34;991200000;Amazonas;Norte;13
869;Jayson;jayson@gmail.com;92;991800000;Minas Gerais;Sudeste;31
870;Kaliton;kaliton@gmail.com;11;970300000;Tocantins;Norte;17
871;Jeanderson;jeanderson@gmail.com;11;975300000;Paraná;Sul;41
872;Alan;alan@gmail.com;11;981500000;Mato Grosso do Sul;Centro-Oeste;50
873;Henaldo;henaldo@gmail.com;34;999100000;Tocantins;Norte;17
874;Geisa;geisa@hotmail.com;88;981100000;Roraima;Norte;14
875;Lucineia;lucineia@yahoo.com.br;31;987400000;Minas Gerais;Sudeste;31
876;Milton;milton@yahoo.com.br;62;999200000;Rio de Janeiro;Sudeste;33
877;Deidi;deidi@gmail.com;34;999200000;Espírito Santo;Sudeste;32
878;Eguinaldo;eguinaldo@gmail.com;64;999400000;Sergipe;Nordeste;28
879;Decio;decio@hotmail.com;94;991200000;Acre;Norte;12
880;Deimerson;deimerson@gmail.com;94;991300000;Espírito Santo;Sudeste;32
881;Nivaldo;nivaldo@hotmail.com;81;991300000;Acre;Norte;12
882;Thayana;thayana@gmail.com;62;986000000;Bahia;Nordeste;29
883;Pablius;pablius@gmail.com;21;998400000;Mato Grosso;Centro-Oeste;51
884;Verinandia;verinandia@hotmail.com;81;988300000;Bahia;Nordeste;29
885;Railson;railson@hotmail.com;11;941200000;Sergipe;Nordeste;28
886;Glayce;glayce@gmail.com;21;996600000;Alagoas;Nordeste;27
887;Yghor;yghor@hotmail.com;19;992300000;Distrito Federal;Centro-Oeste;53
888;Anne;anne@outlook.com;84;991500000;Distrito Federal;Centro-Oeste;53
889;Yen;yen@gmail.com;31;994300000;Pernambuco;Nordeste;26
890;Valdivam;valdivam@hotmail.com;75;992900000;Pará;Norte;15
891;Edvaldo;edvaldo@gmail.com;18;996800000;Rondônia;Norte;11
892;Cecilia;cecilia@uol.com.br;11;965700000;Rondônia;Norte;11
893;Barbara;barbara@hotmail.com;38;991800000;Tocantins;Norte;17
894;João;joao@gmail.com;37;998600000;Ceará;Nordeste;23
895;Allan;allan@hotmail.com;11;954800000;Mato Grosso;Centro-Oeste;51
896;Adeilson;adeilson@gmail.com;31;988000000;Paraná;Sul;41
897;Marielli;marielli@yahoo.com.br;41;999700000;Rondônia;Norte;11
898;Sidely;sidely@gmail.com;51;985700000;Minas Gerais;Sudeste;31
899;Elcio;elcio@hotmail.com;21;970200000;Bahia;Nordeste;29
900;Luisa;luisa@gmail.com;21;969100000;Paraná;Sul;41
901;Romeo;romeo@hotmail.com;51;999500000;Distrito Federal;Centro-Oeste;53
902;Iderval;iderval@gmail.com;24;999500000;Rio Grande do Norte;Nordeste;24
903;Allen;allen@hotmail.com;11;960800000;Mato Grosso;Centro-Oeste;51
904;Lizziane;lizziane@gmail.com;31;980100000;Sergipe;Nordeste;28
905;Lucio;lucio@gmail.com;31;988300000;Rio de Janeiro;Sudeste;33
906;Chuyen;chuyen@yahoo.com.br;21;981000000;Rio Grande do Norte;Nordeste;24
907;Mirian;mirian@hotmail.com;21;982100000;Distrito Federal;Centro-Oeste;53
908;Thuane;thuane@gmail.com;11;982500000;Espírito Santo;Sudeste;32
909;Andrêyna;andreyna@gmail.com;11;983600000;Pará;Norte;15
910;Doriane;doriane@hotmail.com;31;985000000;Mato Grosso do Sul;Centro-Oeste;50
911;Litielli;litielli@gmail.com;48;998000000;Piauí;Nordeste;22
912;Glauce;glauce@gmail.com;21;988800000;Ceará;Nordeste;23
913;Nathacha;nathacha@gmail.com;82;996200000;Rio Grande do Sul;Sul;43
914;Tpv;tpv@gmail.com;21;968900000;Mato Grosso do Sul;Centro-Oeste;50
915;Sueli;sueli@gmail.com;21;993700000;Tocantins;Norte;17
916;Ruiz;ruiz@gmail.com;16;982200000;Amazonas;Norte;13
917;Karel;karel@gmail.com;65;999100000;Roraima;Norte;14
918;Suany;suany@gmail.com;21;993400000;Espírito Santo;Sudeste;32
919;Nuanderson;nuanderson@outlook.com;61;991200000;Mato Grosso;Centro-Oeste;51
920;Erik;erik@gmail.com;11;956600000;Amapá;Norte;16
921;Wigor;wigor@msn.com;34;998300000;Pará;Norte;15
922;Randon;randon@hotmail.com;31;998900000;Mato Grosso do Sul;Centro-Oeste;50
923;Elisangela;elisangela@hotmail.com;11;996400000;Rio de Janeiro;Sudeste;33
924;Volni;volni@hotmail.com;49;991600000;Rio Grande do Sul;Sul;43
925;Iane;iane@gmail.com;21;999800000;Tocantins;Norte;17
926;Thaisa;thaisa@gmail.com;81;995300000;Paraná;Sul;41
927;Alcion;alcion@hotmail.com;42;999100000;Rondônia;Norte;11
928;Anilton;anilton@hotmail.com;19;981700000;Amapá;Norte;16
929;Dionata;dionata@hotmail.com;51;999100000;Paraíba;Nordeste;25
930;Elizângela;elizangela@gmail.com;67;996700000;Sergipe;Nordeste;28
931;Daiana;daiana@gmail.com;19;933000000;Amazonas;Norte;13
932;Oswaldo;oswaldo@gmail.com;98;988300000;Minas Gerais;Sudeste;31
933;Entec;entec@gmail.com;41;992200000;Piauí;Nordeste;22
934;Walkimar;walkimar@gmail.com;69;993500000;Pernambuco;Nordeste;26
935;Gabrie;gabrie@gmail.com;92;988400000;Maranhão;Nordeste;21
936;Francinete;francinete@hotmail.com;16;993000000;Mato Grosso;Centro-Oeste;51
937;Julio;julio@gmail.com;13;991600000;Rio Grande do Sul;Sul;43
938;Eli;eli@gmail.com;31;994700000;Pernambuco;Nordeste;26
939;Hiago;hiago@gmail.com;11;997800000;Piauí;Nordeste;22
940;Wallacy;wallacy@gmail.com;93;991600000;Minas Gerais;Sudeste;31
941;Miranilde;miranilde@gmail.com;11;969700000;Amapá;Norte;16
942;Eduardo;eduardo@gmail.com;19;991300000;Distrito Federal;Centro-Oeste;53
943;Helayne;helayne@hotmail.com;98;982300000;Pernambuco;Nordeste;26
944;Lanne;lanne@gmail.com;62;984100000;Maranhão;Nordeste;21
945;Mariene;mariene@hotmail.com;21;997400000;Mato Grosso do Sul;Centro-Oeste;50
946;Erick;erick@gmail.com;51;989200000;Bahia;Nordeste;29
947;Juan;juan@gmail.com;12;997000000;Mato Grosso do Sul;Centro-Oeste;50
948;Denise;denise@gmail.com;11;995900000;Paraíba;Nordeste;25
949;Breenda;breenda@gmail.com;27;996900000;Mato Grosso do Sul;Centro-Oeste;50
950;Valdemir;valdemir@hotmail.com;16;997600000;Ceará;Nordeste;23
951;Katiucia;katiucia@hotmail.com;19;991800000;Rio Grande do Sul;Sul;43
952;Thayenny;thayenny@hotmail.com;91;981100000;Espírito Santo;Sudeste;32
953;Edimar;edimar@gmail.com;31;971300000;Paraíba;Nordeste;25
954;Carolina;carolina@hotmail.com;11;981800000;Espírito Santo;Sudeste;32
955;Yany;yany@gmail.com;11;932100000;Bahia;Nordeste;29
956;Sansão;sansao@gmail.com;88;997000000;Maranhão;Nordeste;21
957;Alisson;alisson@gmail.com;15;981200000;Maranhão;Nordeste;21
958;Eunice;eunice@gmail.com;51;999800000;Santa Catarina;Sul;42
959;Jacó;jaco@hotmail.com;19;994500000;Amapá;Norte;16
960;Nicholas;nicholas@gmail.com;24;988200000;Tocantins;Norte;17
961;Giovanne;giovanne@gmail.com;13;981800000;Rondônia;Norte;11
962;Leonardo;leonardo@hotmail.com;81;997900000;Pernambuco;Nordeste;26
963;Dirce;dirce@gmail.com;11;987300000;Distrito Federal;Centro-Oeste;53
964;Hadilene;hadilene@yahoo.com.br;98;981900000;Acre;Norte;12
965;Carlos;carlos@gmail.com;55;991900000;Espírito Santo;Sudeste;32
966;Elcione;elcione@gmail.com;31;997700000;Ceará;Nordeste;23
967;Nara;nara@gmail.com;84;998400000;São Paulo;Sudeste;35
968;Livania;livania@gmail.com;11;974200000;Mato Grosso;Centro-Oeste;51
969;Layne;layne@hotmail.com;31;914000000;Amazonas;Norte;13
970;Anamaria;anamaria@hotmail.com;44;988300000;Ceará;Nordeste;23
971;Gilmara;gilmara@gmail.com;11;986300000;Goiás;Centro-Oeste;52
972;Maikon;maikon@gmail.com;48;984300000;Mato Grosso;Centro-Oeste;51
973;Alexmar;alexmar@hotmail.com;34;993200000;Espírito Santo;Sudeste;32
974;Aramis;aramis@yahoo.com;11;991700000;Amazonas;Norte;13
975;Roberson;roberson@gmail.com;18;991500000;Rio Grande do Norte;Nordeste;24
976;Marco;marco@yahoo.com;11;994600000;Rio de Janeiro;Sudeste;33
977;Judson;judson@gmail.com;21;972000000;Espírito Santo;Sudeste;32
978;Jenifer;jenifer@gmail.com;47;988200000;Rio Grande do Norte;Nordeste;24
979;Lyender;lyender@gmail.com;91;982200000;Alagoas;Nordeste;27
980;Deliane;deliane@hotmail.com;61;984700000;Minas Gerais;Sudeste;31
981;Yan;yan@gmail.com;21;981600000;São Paulo;Sudeste;35
982;Josilene;josilene@gmail.com;19;981200000;Paraná;Sul;41
983;Evenancio;evenancio@gmail.com;15;981500000;Rio Grande do Norte;Nordeste;24
984;Jobson;jobson@outlook.com;11;992500000;Pará;Norte;15
985;Tatiano;tatiano@yahoo.com.br;49;999000000;Espírito Santo;Sudeste;32
986;Jonathan;jonathan@hotmail.com;71;999300000;Paraíba;Nordeste;25
987;Cid;cid@hotmail.com;64;992800000;Acre;Norte;12
988;Luanda;luanda@yahoo.com.br;11;969400000;Tocantins;Norte;17
989;Micheu;micheu@gmail.com;11;961600000;Rio Grande do Sul;Sul;43
990;Ebson;ebson@gmail.com;11;951600000;Minas Gerais;Sudeste;31
991;Ingrid;ingrid@hotmail.com;53;981300000;Rio Grande do Norte;Nordeste;24
992;Mayra;mayra@gmail.com;21;970200000;Tocantins;Norte;17
993;Alison;alison@gmail.com;31;997700000;Acre;Norte;12
994;Vandro;vandro@gmail.com;49;988600000;Acre;Norte;12
995;Geisiane;geisiane@gmail.com;11;982400000;Mato Grosso;Centro-Oeste;51
996;Luccas;luccas@gmail.com;21;967100000;Distrito Federal;Centro-Oeste;53
997;Monike;monike@gmail.com;21;971300000;Mato Grosso do Sul;Centro-Oeste;50
998;Cleudilene;cleudilene@gmail.com;11;980500000;Tocantins;Norte;17
999;Marcione;marcione@gmail.com;83;996700000;Sergipe;Nordeste;28
1000;Helen;helen@hotmail.com;71;999200000;Acre;Norte;12
1001;Ralph;ralph@gmail.com;31;999500000;Acre;Norte;12
1002;Benson;benson@gmail.com;19;982100000;Amapá;Norte;16
1003;Kauana;kauana@gmail.com;47;997700000;Piauí;Nordeste;22
1004;Nikolas;nikolas@hotmail.com;11;993400000;Ceará;Nordeste;23
1005;Gilsivan;gilsivan@hotmail.com;71;993200000;Paraíba;Nordeste;25
1006;Alexsandere;alexsandere@outlook.com;71;986500000;Tocantins;Norte;17
1007;Elielson;elielson@gmail.com;92;993600000;Bahia;Nordeste;29
1008;Kaio;kaio@hotmail.com;43;999100000;Amazonas;Norte;13
1009;Micaela;micaela@yahoo.com.br;19;988500000;Pará;Norte;15
1010;Dennes;dennes@gmail.com;22;998600000;Alagoas;Nordeste;27
1011;Emerson;emerson@uol.com.br;11;996800000;Acre;Norte;12
1012;Esmaykon;esmaykon@hotmail.com;27;998800000;Paraíba;Nordeste;25
1013;Michela;michela@gmail.com;21;969700000;Tocantins;Norte;17
1014;Adiomar;adiomar@hotmail.com;71;993700000;Paraná;Sul;41
1015;Janice;janice@hotmail.com;11;985000000;Amazonas;Norte;13
1016;Claudenice;claudenice@gmail.com;11;962400000;Amapá;Norte;16
1017;Hosana;hosana@yahoo.com.br;55;921800000;Paraíba;Nordeste;25
1018;Leozicley;leozicley@gmail.com;92;992500000;Goiás;Centro-Oeste;52
1019;Jhenyfer;jhenyfer@gmail.com;54;991400000;Santa Catarina;Sul;42
1020;Danielle;danielle@hotmail.com;11;998200000;Amazonas;Norte;13
1021;Isamrara;isamrara@gmail.com;27;998700000;Acre;Norte;12
1022;Leda;leda@gmail.com;51;984300000;Mato Grosso;Centro-Oeste;51
1023;Helber;helber@uol.com.br;62;999000000;Espírito Santo;Sudeste;32
1024;Lidia;lidia@gmail.com;27;999000000;Distrito Federal;Centro-Oeste;53
1025;Rayssa;rayssa@gmail.com;51;992500000;Sergipe;Nordeste;28
1026;Nicolle;nicolle@gmail.com;55;999600000;São Paulo;Sudeste;35
1027;Josivaldo;josivaldo@hotmail.com;81;985300000;Amazonas;Norte;13
1028;Klaus;klaus@gmail.com;79;988100000;Rondônia;Norte;11
1029;Miriam;miriam@gmail.com;11;988500000;Roraima;Norte;14
1030;Grazielli;grazielli@outlook.com;11;967600000;Tocantins;Norte;17
1031;Carlysandra;carlysandra@gmail.com;85;999500000;Espírito Santo;Sudeste;32
1032;Dennison;dennison@gmail.com;71;991000000;Pernambuco;Nordeste;26
1033;Laiza;laiza@hotmail.com;11;953200000;Sergipe;Nordeste;28
1034;Duilyo;duilyo@hotmail.com;11;961900000;Distrito Federal;Centro-Oeste;53
1035;Francyellen;francyellen@hotmail.com;11;959900000;Rondônia;Norte;11
1036;Ryan;ryan@gmail.com;11;978000000;Pernambuco;Nordeste;26
1037;Lucimara;lucimara@gmail.com;19;988300000;Mato Grosso do Sul;Centro-Oeste;50
1038;Eliene;eliene@hotmail.com;11;973000000;Ceará;Nordeste;23
1039;Devyd;devyd@gmail.com;98;992000000;São Paulo;Sudeste;35
1040;Shâmya;shamya@gmail.com;99;991900000;Ceará;Nordeste;23
1041;Ilmo;ilmo@gmail.com;54;996100000;Mato Grosso;Centro-Oeste;51
1042;Ângelo;angelo@hotmail.com;21;981400000;São Paulo;Sudeste;35
1043;Roniel;roniel@gmail.com;67;991500000;Pará;Norte;15
1044;Rondinely;rondinely@hotmail.com;31;988500000;Paraná;Sul;41
1045;Calebe;calebe@gmail.com;11;986800000;Pernambuco;Nordeste;26
1046;Cíntia;cintia@hotmail.com;51;997700000;Rio Grande do Norte;Nordeste;24
1047;Wenderson;wenderson@gmail.com;11;952500000;Rio de Janeiro;Sudeste;33
1048;Curso;curso@gmail.com;82;998300000;Distrito Federal;Centro-Oeste;53
1049;Emili;emili@gmail.com;41;999400000;Acre;Norte;12
1050;Shoji;shoji@uol.com.br;44;991700000;Minas Gerais;Sudeste;31
1051;Madalena;madalena@hotmail.com;91;981100000;Tocantins;Norte;17
1052;Geovanna;geovanna@gmail.com;11;944400000;Mato Grosso;Centro-Oeste;51
1053;Gabrela;gabrela@gmail.com;71;987200000;Mato Grosso do Sul;Centro-Oeste;50
1054;Walclide;walclide@gmail.com;92;996100000;Amazonas;Norte;13
1055;Karyne;karyne@outlook.com;21;973600000;Ceará;Nordeste;23
1056;Jansen;jansen@yahoo.com.br;21;981900000;Rio Grande do Norte;Nordeste;24
1057;Francinildo;francinildo@gmail.com;21;993600000;Roraima;Norte;14
1058;Angelo;angelo@gmail.com;11;984800000;Minas Gerais;Sudeste;31
1059;Aparecido;aparecido@hotmail.com;14;996300000;Ceará;Nordeste;23
1060;Marilene;marilene@gmail.com;88;996600000;Rondônia;Norte;11
1061;Jucivan;jucivan@hotmail.com;98;991900000;Rondônia;Norte;11
1062;Adriele;adriele@hotmail.com;19;982500000;Alagoas;Nordeste;27
1063;Dalmo;dalmo@gmail.com;11;995000000;Piauí;Nordeste;22
1064;Ranielli;ranielli@hotmail.com;11;995800000;Pernambuco;Nordeste;26
1065;Efraim;efraim@hotmail.com;71;981100000;Ceará;Nordeste;23
1066;Hairton;hairton@hotmail.com;11;980600000;Distrito Federal;Centro-Oeste;53
1067;Izadora;izadora@outlook.com;21;985200000;Pará;Norte;15
1068;Taiane;taiane@gmail.com;31;994900000;Pernambuco;Nordeste;26
1069;Djerre;djerre@gmail.com;47;999700000;Bahia;Nordeste;29
1070;Jadailson;jadailson@yahoo.com.br;24;974000000;Roraima;Norte;14
1071;Odailson;odailson@gmail.com;65;996600000;Tocantins;Norte;17
1072;Natan;natan@gmail.com;85;989100000;Bahia;Nordeste;29
1073;Gisele;gisele@gmail.com;11;986100000;Mato Grosso;Centro-Oeste;51
1074;Ludyo;ludyo@gmail.com;34;988400000;Alagoas;Nordeste;27
1075;Rivadavia;rivadavia@hotmail.com;21;985600000;Minas Gerais;Sudeste;31
1076;Madson;madson@gmail.com;67;991100000;Paraíba;Nordeste;25
1077;Jhennifer;jhennifer@gmail.com;62;999600000;Pará;Norte;15
1078;Frisan;frisan@gmail.com;21;968800000;Pará;Norte;15
1079;Rian;rian@gmail.com;92;988200000;Piauí;Nordeste;22
1080;Rosemeire;rosemeire@uol.com.br;11;972900000;Bahia;Nordeste;29
1081;Ivan;ivan@gmail.com;21;998200000;Espírito Santo;Sudeste;32
1082;Marleide;marleide@gmail.com;79;988100000;Distrito Federal;Centro-Oeste;53
1083;Silvia;silvia@gmail.com;14;998900000;Rio de Janeiro;Sudeste;33
1084;Lineu;lineu@gmail.com;11;991600000;Rio de Janeiro;Sudeste;33
1085;Aelton;aelton@gmail.com;24;981100000;Amazonas;Norte;13
1086;Pericles;pericles@gmail.com;54;996300000;Mato Grosso;Centro-Oeste;51
1087;Reinehr;reinehr@hotmail.com;61;981200000;Ceará;Nordeste;23
1088;Gelvando;gelvando@hotmail.com;17;981700000;São Paulo;Sudeste;35
1089;Herica;herica@hotmail.com;19;991800000;Rondônia;Norte;11
1090;Elber;elber@gmail.com;27;999900000;São Paulo;Sudeste;35
1091;Celiane;celiane@hotmail.com;11;999200000;Minas Gerais;Sudeste;31
1092;Marci;marci@gmail.com;21;986600000;Acre;Norte;12
1093;Roseli;roseli@terra.com.br;11;971500000;Pará;Norte;15
1094;Ema;ema@gmail.com;41;998900000;Espírito Santo;Sudeste;32
1095;Whalison;whalison@hotmail.com;16;991500000;Distrito Federal;Centro-Oeste;53
